ID	CREATED TIME	AGENT	CAT	SUJECT	CONTENT	
116	2017-12-21T19:36:40.000+01:00	CLIE	Rendez-vous	re : re: re : re: ouvrir un compte epargne	madame, pour le livret mettez NNNN €. voici les documents demandes. la piece d'identite de XXXXXX (ne NN janvier NNNN) sera avec moi. est ce que vous pouvez me faire une estimation ? je peux venir le NN en fin de matinee ou plutot. est ce qu'il me faut un rdv ? cordialement, XXXXXXXXX XXXXXX 	est ce que vous pouvez me faire une estimation ? je peux venir le NN en fin de matinee ou plutot. est ce qu'il me faut un rdv ?
116	2017-12-21T19:38:43.000+01:00	CLIE	Demande de documents, Rendez-vous	re : re: re : re: ouvrir un compte epargne	madame, pour le livret mettez NNNN €. voici les documents demandes. la piece d'identite de XXXXXX (ne NN janvier NNNN) sera avec moi. est ce que vous pouvez me faire une estimation ? je peux venir le NN en fin de matinee ou plutot. est ce qu'il me faut un rdv ? cordialement, XXXXXXXXX XXXXXX 	. est ce que vous pouvez me faire une estimation ? je peux venir le NN en fin de matinee ou plutot. est ce qu'il me faut un rdv ?
118	2017-12-06T21:42:28.000+01:00	CLIE	Prélèvement	demande de decouvert	bonjour serait il possible que vous laissiez passer le montant de mon loyer et les autres prelevements. sachant que le N janvier je recevrai un virement du gan de N NNN €. merci de votre comprehension cordialement	 serait il possible que vous laissiez passer le montant de mon loyer et les autres prelevements. sachant que le N janvier je recevrai un virement du gan de N NNN €.
119	2017-12-12T09:47:49.000+01:00	CLIE		mon compte	bonjour, pour information j’ai mis mon appartement a vendre dans une deuxieme agence immobiliere qui me semble plus reactive... j’ai hate de m’en debarrasser et financierement ca devient tres urgent... j’espere que ca va aller vite !!!! bonne journee XXXXX-XXXXXX le XXXXX NNNNNNNNNN	 j’espere que ca va aller vite
120	2017-12-06T19:48:13.000+01:00	CLIE	Document	re : placement	bonjour, ci-joint document renseigne. cordialement XXXXXXX XXXXXX	
120	2017-12-06T19:49:05.000+01:00	CLIE	Document	re : placement	bonjour, ci-joint document renseigne. cordialement XXXXXXX XXXXXX	
120	2017-12-06T20:08:41.000+01:00	CLIE	Informations	re : re : placement	N° XXXX	
121	2017-12-11T10:21:14.000+01:00	CLIE	Changement d’adresse	changement d'adresse	bonjour pouvez vous en attendant un justificatif de domicile mettre a jour ma nouvelle adresse pour l'expedition XXXXtuelle de courrier ou carnet de cheque. mme XXXXXXX XXXXXXXX N bis rue auguste salaun NNNNN bannalec. bonne reception.	pouvez vous en attendant un justificatif de domicile mettre a jour ma nouvelle adresse pour l'expedition XXXXtuelle de courrier ou carnet de cheque.
122	2017-12-22T09:15:17.000+01:00	CLIE	Déblocage	pret NN NNN€ - demande de deblocage du solde.	bonjour madame XXXXXXXXX, je viens vers vous au sujet du pret de NN NNN € contracte au mois de mai dernier pour le remplacement des fenetres de notre appartement. hier soir, j'ai fait le cheque au menuisier pour regler le solde de NN NNN €  en effet, nous lui avions deja verse N NNN € en juin. je vous remercie de : - debloquer le solde du pret de NN NNN € sur mon compte bancaire (et non sur celui de mon mari) dans vos meilleurs delais, - me communiquer la date du Ner prelevement de remboursement de ce pret (car bien qu'une partie du pret ait ete debloquee, je n'ai pas l'impression que nous soyons preleves), - me confirmer que ces prelevements se feront bien sur le compte bancaire de mon mari comme demande. je vous remercie pour votre retour rapide sur ces N points. cordialement, XXXX XXXXX-XXXXX	
122	2017-12-22T09:35:35.000+01:00	CLIE	Déblocage	re: re: pret NN NNN€ - demande de deblocage du solde.	madame XXXXXXXXX, je vous precisais dans ma demande que je souhaitais le deblocage du solde du pret sur mon compte et non sur celui de mon mari, pouvez-vous modifier cela ? je vous remercie pour votre retour. cordialement, XXXX XXXXX-XXXXX	 je vous precisais dans ma demande que je souhaitais le deblocage du solde du pret sur mon compte et non sur celui de mon mari, pouvez-vous modifier cela ?
122	2017-12-22T10:31:05.000+01:00	CLIE	Virement	re: re: re: re: pret NN NNN€ - demande de deblocage du solde.	madame XXXXXXXXX, je vous remercie de me confirmer par mail demain matin que l'operation de virement immediat de NN NNN € du compte bancaire de mon mari au mien a bien ete effectuee. cordialement, XXXX XXXXX-XXXXX	
123	2017-12-23T10:48:51.000+01:00	CLIE	Téléphone	re: deblocage	bonjour madame XXXXXXXXX, je ne comprends pas. je n'arrive pas a vous joindre par telephone, je vous remercie de m'appeler au PHONEce matin. cordialement, XXXX XXXXX-XXXXX	 je vous remercie de m'appeler au PHONEce matin
125	2017-12-06T13:14:58.000+01:00	CLIE	Virement, Compte chèque	augmentation de plafond pour virement	bonjour. je souhaiterais faire un virement de NNN€ sur le compte cheque cmb de XXXXXXX XXXXXXXXX mais le plafond de virement mensuel me bloque. pourriez vous y remedier? vous en remerciant par avance. XXXX XXXXXXX	 pourriez vous y remedier?
126	2017-12-06T11:04:47.000+01:00	CLIE	Carte bancaire, Assurance, Immobilise	carte bancaire	bonjour cathy un pti message pour te demander d'activer ma nouvelle carte bancaire .....et aussi voir sur mon contrat d'assurances,accident de la vie du fait que je suis en arret de travail et j'ai mon bras immobilise si je peu avoir une aide a domicile merci cathy	
126	2017-12-08T09:24:23.000+01:00	CLIE	Immobilier	re: re: carte bancaire	bonjour cathy , merci pour la carte . en ce qui concerne mon arret de travail , c'est un accident de travail rupture du tendon donc je me suis fais operee .. donc jai le bras immobilise , c pourquoi jai besoin de quelqu'un pour m'aider merci cathy	
126	2017-12-18T13:53:58.000+01:00	CLIE	Carte bancaire	re: re: re: re: carte bancaire	cc cathy un pti message pour te demander une prolongation du decouvert jusqu'a mars. car les fetes arrivent et jattend toujours pour ma taxe d'habitation jai demande une remise gracieuse mais c assez long le temp qu'ils me donne une reponse donc je ve rester prudente financierement ... c possible ? merci cathy	un pti message pour te demander une prolongation du decouvert jusqu'a mars. car les fetes arrivent et jattend toujours pour ma taxe d'habitation jai demande une remise gracieuse mais c assez long le temp qu'ils me donne une reponse donc je ve rester prudente financierement ... c possible ?
127	2017-12-05T16:06:37.000+01:00	CLIE	Virement	virtualis	bonjour monsieur le XXXXX, ce jour, j'ai voulu effectuer un paiement virtualis. au moment de la transaction, le paiement a ete refuse. ayant mon compte provisionne je suis surpris que cela se produise. dans l'attente d'un appel ou de vous lire , bien a vous. monsieur XXXXXX g.	ce jour, j'ai voulu effectuer un paiement virtualis. au moment de la transaction, le paiement a ete refuse. ayant mon compte provisionne je suis surpris que cela se produise.
128	2017-12-08T11:42:14.000+01:00	CLIE	Ouverture du compte	ouverture de compte	bonjour, je souhaiterais connaitre la procedure d'ouverture de compte pour chacun de nos enfants, j'au vu que nous pouvions le faire en ligne? c'est la meme chose ou bien mieux vaut de le faire directement avec vous? merci pour vos informations, bien cordialement, XXXXXX-XXXX XXXXX.	je souhaiterais connaitre la procedure d'ouverture de compte pour chacun de nos enfants, j'au vu que nous pouvions le faire en ligne? c'est la meme chose ou bien mieux vaut de le faire directement avec vous?
129	2017-12-15T10:40:22.000+01:00	CLIE	Rendez-vous	re : re: agenda NNNN	bonjour,pouvez vous me procurer un agenda jour formule artisan .svp et bonnes fetes de fin d 'annee .	pouvez vous me procurer un agenda jour formule artisan 
129	2017-12-19T17:44:26.000+01:00	CLIE	Remerciement	re : re: re : re: agenda NNNN	merci d'avance et joyeuses fetes a venir (avec moderation )...	
130	2017-12-29T09:51:22.000+01:00	CLIE	Frais, Commission d’intervention	frais commission d'intervention compte kerguezec	bonjour, je viens de constater avec mes parents que nous sommes debites de NN euro sur le compte de kerguezec (compte commun a mes parents et moi-meme) pour frais de commission d'intervention NN/NN. nous ne voyons pas ce qui a pu engendrer ces frais mis-a-part un jour ou le compte a ete en negatif pendant quelques heures. si ces frais proviennent effectivement de ce moment la nous nous en excusons et nous vous demandons l'extourne de ces frais car cette erreur est exceptionnelle. ce compte etant commun et ne servant qu'a de la gestion locative il est parfois complique d'anticipe tous les mouvements. serait-il possible d'obtenir une autorisation de decouvert ce qui nous permettrait d'eviter ces frais? merci d'avance cordialement XXXXXXX XXXXXXXXX	serait-il possible d'obtenir une autorisation de decouvert ce qui nous permettrait d'eviter ces frais?
130	2017-12-29T18:10:25.000+01:00	CLIE	Virement	re: re: frais commission d'intervention compte kerguezec	bonjour merci beaucoup pour le geste commercial. une autorisation de decouvert de NNN€ serait parfait pour palier au retard de virements qui je l espere n arriveront plus. cordialement. XXXXXXX XXXXXXXXX	
130	2017-12-30T07:23:13.000+01:00	CLIE	Frais, vivrement	re: re: frais commission d'intervention compte kerguezec	bonjour, merci pour le geste commercial. une autorisation de decouvert de NNN€ serait parfaite. elle nous permettrait de palier au retard de virements qui je l espere ne se produiront plus. merci. cordialement. XXXXXXX XXXXXXXXX	
131	2017-12-08T08:18:15.000+01:00	CLIE	Prêt	pret maison	bonjour, suite au refus du pret des potentiels acquereurs j etudie d autres solutions. je laisserais la maison en location (NNN€/mois) en reduisant les mensualites d environ NNN€/mois ( allongement de la duree du credit a NN ans environ). je ferais un nouveau credit de NNNNNN/NNNNNN€ sur NN ans pour la construction d une nouvelle maison qui serait ma residence principale.terrain NNNNN€ frais de notaire inclus et donc environ NNNNNN€ pour la construction de la maison. pouvez vous me dire si vous trouvez cette solution realisable ainsi que les montants approximatif de l ancien credit rallonge et du nouveau credit. merci d avance cordialement XXXXXXX XXXXXXXXX	pouvez vous me dire si vous trouvez cette solution realisable ainsi que les montants approximatif de l ancien credit rallonge et du nouveau credit.
131	2017-12-14T08:15:30.000+01:00	CLIE	Rendez-vous	re: re: pret maison	bonjour, je serais disponible vendredi plutot en debut d apres midi . bonne journee et a demain. cordialement XXXXXXX XXXXXXXXX	
132	2017-12-08T10:16:08.000+01:00	CLIE	Compte bancaire	compte cmb	bonjour je me permet de vous envoyer un message suite a l incident que nous avons eu sur le compte de credit agricole. je pense que ma carte cmb est bloquee aussi par contre j aurais besoin de retirer de l argent en liquide. serait il possible de donner un accord au cmb a plouarzel ( celui qui est a cote de chez moi ) pour que je puisse passer demain matin? bonne journee	serait il possible de donner un accord au cmb a plouarzel ( celui qui est a cote de chez moi ) pour que je puisse passer demain matin?
132	2017-12-08T11:39:17.000+01:00	CLIE	Compte bancaire	re: re: compte cmb	oui toute ete regulariser au credit agricole du morbihan. il faut encore qu’on patiente N jours un peu pres! du coup ca sera pour retirer NN e sachant que je n’ai pas eu encore mon remboursement caf ! coordialement	
133	2017-12-07T16:02:10.000+01:00	CLIE	Carte bancaire	carte de paiement.	bonjour. nous avons recu un courrier nous demandant de venir recuperer la carte de paiement du compte joint que j'ai avec madame XXXXXXXX XXXXXX. seulement avec nos horaires et les vitres, on arrive pas a trouver un moment pour passer la chercher. serait'il possible que vous nous l'expediez a notre domicile? merci d'avance. XXXXXX le XXXXXXXX.	seulement avec nos horaires et les vitres, on arrive pas a trouver un moment pour passer la chercher. serait'il possible que vous nous l'expediez a notre domicile?
133	2017-12-14T17:39:36.000+01:00	CLIE	Carte bancaire, Demande de chèquier	re : re: carte de paiement.	bonjour. j'ai bien recu la carte aujourd'hui. merci de l'avoir envoyee. serait'il possible d'avoir un chequier de mon compte cheque s'il vous plait? pas le compte joint, le mien personnel. merci d'avance.	serait'il possible d'avoir un chequier de mon compte cheque s'il vous plait?
134	2017-12-21T04:40:49.000+01:00	CLIE	Virement, Plafond de virement	virement	bonjour. j'essaie d'effectuer un virement de NN€ au nouveau beneficiaire enregistre mais ca me met que le plafond journalier a ete depasse. merci d'avance.	
135	2017-12-21T16:45:33.000+01:00	CLIE	Plafond de virement	virements a l'international	merci de modifier mon plafond de virement a l'international a hauteur de NN€. cordialement.	merci de modifier mon plafond de virement a l'international a hauteur de Nn€.
137	2017-12-03T20:54:55.000+01:00	CLIE	Changement d’adresse	changement de coordonees	bonjour, juXXe pour vous informer du changement de mon numero de telephone portable : pourriez-vous le modifier : PHONEmerci.	pour vous informer du changement de mon numero de telephone portable : pourriez-vous le modifier : PHONE
138	2017-12-02T23:21:32.000+01:00	CLIE	Changement d’adresse	changement de telephone mobile!	bonjour, pourriez-vous mettre a jour mon nouveau numero de telephone mobile. PHONEmerci!	pourriez-vous mettre a jour mon nouveau numero de telephone mobile. PHONE
139	2017-12-12T22:40:45.000+01:00	CLIE	Clôture compte	[pea] : demande de fermeture de comptes	bonjour, pourriez-vous proceder a la fermeture de nos N comptes pea s'il vous plait et virer l'ensemble sur notre compte courant ? merci par avance. cordialement. XXXXXXXX XXXXX NN.NN.NN.NN.NN	pourriez-vous proceder a la fermeture de nos N comptes pea s'il vous plait et virer l'ensemble sur notre compte courant ? 
139	2017-12-23T11:58:13.000+01:00	CLIE	Clôture compte, Carte bancaire	re : [pea] : demande de fermeture de comptes	bonjour mme XXXXXXX, sauf erreur, je n'ai pas eu de retour de votre part sur la fermeture de nos N comptes pea ? pourriez-vous egalement resilier la carte bancaire encore en vigueur ? merci par avance. cordialement. XXXXXXXX XXXXX PHONE-----------------------------------------replied message--------------------------------------bonjour, pourriez-vous proceder a la fermeture de nos N comptes pea s'il vous plait et virer l'ensemble sur notre compte courant ? merci par avance. cordialement. XXXXXXXX XXXXX NN.NN.NN.NN.NN	sauf erreur, je n'ai pas eu de retour de votre part sur la fermeture de nos N comptes pea ? pourriez-vous egalement resilier la carte bancaire encore en vigueur ? 
140	2017-12-30T12:38:30.000+01:00	CLIE	Carte bancaire, Compte Chèque	re : [carte bancaire] : demande de resiliation	bonjour mme XXXXXXX, pouvez-vous resilier s'il vous plait la carte bancaire au nom de XXXX XXXXX ? nous souhaitons conserver uniquement le chequier pour notre compte courant. merci par avance pour votre prise en compte. XXXXXXXX XXXXX PHONE-----------------------------------------replied message--------------------------------------bonjour mme XXXXXXX, pouvez-vous resilier s'il vous plait la carte bancaire au nom de XXXX XXXXX ? nous souhaitons conserver uniquement le chequier pour notre compte courant. merci pour votre prise en compte. XXXXXXXX XXXXX.	pouvez-vous resilier s'il vous plait la carte bancaire au nom de XXXX XXXXX ?
142	2017-12-01T09:22:40.000+01:00	CLIE	Carte bancaire, Prévis-option, Demande de document	re : re: fermeture previs option	bjr , nous allons passee demain matin a l'agence , pour le previs option , je souhaiterais debloque le tout et laissee NN euro dessus en ecoutent vos conseille je vous laisse faire cela et m'envoyer les papier svp . merci bonne journee 	 je souhaiterais debloque le tout et laissee NN euro dessus en ecoutent vos conseille je vous laisse faire cela et m'envoyer les papier svp .
143	2017-12-11T09:37:09.000+01:00	CLIE	Prêt, Crédit	pret global	bonjour mme XXXXXX, pourriez vous nous faire une proposition, pour un pret global regroupant les montant ci dessous: - pret conso cmb NNNN€ restant du NNNN€  mensualite NNN€ - credit renouvelable: NNNN €,  mensualite NNN€ - pret auto axa banque,  restant du NN NNN€,  mensualite NNN€. somme de credit NNN€. serait t-il possible de faire un credit total de NN NNN€ avec des mensualite de NNN€ a NNN€ max. d'avance, merci de votre retour.	pourriez vous nous faire une proposition, pour un pret global regroupant les montant ci dessous: - pret conso cmb NNNN€ restant du NNNN€  mensualite NNN€ - credit renouvelable: NNNN €,  mensualite NNN€ - pret auto axa banque,  restant du NN NNN€,  mensualite NNN€. somme de credit NNN€. serait t-il possible de faire un credit total de NN NNN€ avec des mensualite de NNN€ a NNN€ max. 
145	2017-12-21T10:24:42.000+01:00	CLIE	Carte bancaire	carte bancaire	bonjour, nous avons recu en date du NN decembre un avis de mise a disposition de la carte de comptePERSON_NUMBER merci de l'envoyer par courrier. dans cette attente, cordiales salutations	merci de l'envoyer par courrier
146	2017-12-25T15:00:33.000+01:00	CLIE	Assurance	assurance auto	bonjour madame XXXXX, je finis de regler mes comptes avec le cmb sur ce dernier point,  en NNNN, j'eus un accident de voiture uniquement degats materiels aucune victime. a la fin de l'XXXXe, le cmb clotura sans preavis mon assurance automobile. j'etais assuree en tous risques depuis NN ans. si un seul accident qui ne fit aucune victime humaine suffit a la banque pour me virer , je me demande a quoi sert des cotisations en tous risques,  cela vous couta cher ? j'ai paye en rapport. j'avais NN + N % de bon conducteur....j'ai tout perdu. que les banques se mettent a la place des clients pour comprendre. voila mme XXXXX tout ce qui m'echappe. bien sur , la direction mais le client voit les faits differemment. cordialement XXXXXXXXX XXXXXXX	 je me demande a quoi sert des cotisations en tous risques,  cela vous couta cher ? 
147	2017-12-25T14:05:50.000+01:00	CLIE	Compte bancaire, Estimation budget	estimation budget	bonjour madame XXXXX, je trouve interessant l'estimation du budget mensuel. je n'arrive pas a rentrer les chiffres. est-ce parce que aucune rentree reguliere sur le compte ? merci cordialement XXXXXXXXX XXXXXXX	je n'arrive pas a rentrer les chiffres. est-ce parce que aucune rentree reguliere sur le compte ?
148	2017-12-06T15:50:07.000+01:00	CLIE	Remboursement, Assurance	remboursement cotisation arbitraire	bonjour madame XXXXX, je ne vais pas revenir sur le sujet eternellement. veuillez svp re crediter mon compte de cette assurance que vous ne m'avez pas propose au prealable comme de mon cote ne vous ai pas demande de securiser mes paiements qui se bornent a un chequier. avec mes remerciements cordialement XXXXXXXXX XXXXXXX	veuillez svp re crediter mon compte de cette assurance que vous ne m'avez pas propose au prealable comme de mon cote ne vous ai pas demande de securiser mes paiements qui se bornent a un chequier. 
148	2017-12-25T13:43:28.000+01:00	CLIE	Remboursement	re : re: remboursement cotisation arbitraire	bonjour mme XXXXX, merci d'avoir recredite le compte de cette assurance dont vous ne m'avez jamais parle,  si elle remplace l'eurocompte fallait m'avertir tout simplement si vous me prelevez chaque XXXXe l'eurocompte, elle n'apparait nulle part mensuel comme autrefois dans les NN €. le chequier me sert ponctuellement en cette periode. quant a vous avoir renvoye ma cb, non mme XXXXX, c'est vous qui me l'avez retire en juin NNNN et j'ai paye l'XXXXe entiere soit NNN € et non NN €. depuis que j'habite la manche NN/NNNN plus d'une fois je vous ai informe du manque de connexion recurrent de la region y compris pour les pro dont la sante. aussi vous avais je demande de communiquer par voie postale pour etre sure de vous lire mais vous n'en avez pas tenu compte. beaucoup de questions sont restees sans reponse et vous le savez. les portables passent au compte-goutte et je vais pas me prendre la tete avec ca. j'ai un fixe avec repondeur...et meme avec rien n'est sur ! un autre exemple, hors cb le prelevement illicite de stockerseul a rennes en NN/NN. malgre les preuves apportees que mon contrat envers eux cessait le N juillet, vous avez paye le mois entier dans les NNN € . l'€ compte devait me proteger et vus m'avez argumente qu'il fallait vous demander un arret de prelevement pour encore des frais a la banque vous n'etes pas responsables des erreurs de l'administration qui me paie. je vous ai prevenu des le depart. vous avez honore les prelevements et vous en remercie....sauf le dernier mois ou tout fut rejete. j'ai perdu NNN € en frais divers. en NNNN, j'ai paye des fortunes au cmb pour des lettres etc... ce que je reproche au cmb, que l'on soit client depuis la veille ou NN ans comme moi, aucune difference. quand je possedais compte et sous-comptes et contrats, la banque me respectait, plus maintenant. je n'ai pas demande a souffrir d'une sclerose en plaques, je prefererais amplement travailler comme vous. notre dernier accord telephonique, vous remettiez etalis NN/NNNN et j'abandonnais l'autorisation de decouvert de NNN € rarement utilisee. je vous previens par essage d'un achat en septembre et vous n'en tenez pas compte pour l'echeancier. vous me mettre en demeure de regulariser mon compte car je ne possede pas d'autorisation de decouvert ce qui me coutera une enieme fortune. mon pc me lacha et vous en avais parle. c'est la caisse d'epargne qui me depanna et non le cmb. tout cela vous le savez mme XXXXX car ce n'est pas d'aujourd'hui. comprenez que cela me reste en travers. j'attends d'autres rentrees, je ne manquerai pas de vous ecrire par voie postale car sur le site, toutes les N secondes a enregistrer en brouillon... je vous souhaite de bonnes fetes de fin d'XXXXe et vous remercie pour le calendrier recu. meilleurs vœux cordialement mme XXXXXXX XXXXXXXXX	
149	2017-12-14T22:08:11.000+01:00	CLIE		0	bonsoir, je reviens vers vous car mon mari est toujours en arret de travail jusque fin fevrier pour le moment, nous avancons car les medecins ont trouve ce qu'il avait. notre demande de decouvert supplementaire arrive a echeance debut janvier, et lors de notre dernier entretien vous nous avez propose de le prolonger car nous sommes toujours en decalage avec sa complementaire de travail. je vous remercie par avance de m envoyer les papiers si notre demande est acceptee. cordialement mme XXXXXXXXX	
149	2017-12-19T20:16:58.000+01:00	CLIE		re : re: .	bonsoir je vous remercie. nous n avons pas de documents a signer. bonnes fetes de fin d XXXXes a vous aussi cordialement mme XXXXXXXXX	
150	2017-12-15T22:55:40.000+01:00	CLIE		..	bonsoir je reviens vers vous car mon mari est toujours en arret de travail jusque fin fevrier pour le moment, nous avancons car les medecins ont trouve ce qu'il avait. notre demande de decouvert supplementaire arrive a echeance debut janvier, et lors de notre dernier entretien vous nous avez propose de le prolonger car nous sommes toujours en decalage avec sa complementaire de travail. je vous remercie par avance de m envoyer les papiers si notre demande est acceptee. cordialement mme XXXXXXXXX	
151	2017-12-12T10:11:44.000+01:00	CLIE	Changement d’adresse	adresse	bonjour, je tenais a vous informer que je change de logement et que ma nouvelle adresse est N allee de la petite pecherel NNNNN la chapelle des fougeretz cordialement XXXXXXXXX XXXXXX	
151	2017-12-13T10:29:14.000+01:00	CLIE	Document, Changement d’adresse	re : re: adresse	bonjour, je vous joint ci-dessus l'attestation dont vous avez besoin. cordialement XXXXXXXXX XXXXXX 	
152	2017-12-10T00:01:58.000+01:00	CLIE	Entretien, Commission d’intervention	re : re: re : re: re : re: re : re: commission d'intervention	bonjour, merci de vos propositions. un entretien telephonique sera difficile a conXXXir. en attendant une entrevue possible l'ete prochain, vous pouvez effectivement mettre en place une alerte lorsque mon compte est a N svp. merci de votre ecoute et de votre reactivite. bon w-e XXXXXXXXX XXXXXXX 	 vous pouvez effectivement mettre en place une alerte lorsque mon compte est a N svp. 
152	2017-12-14T22:07:31.000+01:00	CLIE	Remerciement	re : re: re : re: re : re: re : re: re : re: commission d'intervention	merci et bonne fin d'annee XXXXXXXXX XXXXXXX	
153	2017-12-18T17:26:01.000+01:00	CLIE	Changement d’adresse	cb	bonjour monsieur XXXXX, pourriez vous actualiser mon numero de telephone pour que je puisse obtenir via ce biais les codes de confirmation d achat par virtualis. voici mon numero : PHONEd avance merci XXXXXXXX XXXXXXX	 pourriez vous actualiser mon numero de telephone pour que je puisse obtenir via ce biais les codes de confirmation d achat par virtualis. 
154	2017-12-18T10:00:23.000+01:00	CLIE	Virement, Livret	anomalie	bonjour mme XXXXX , je me permets de vous envoyer ce mail pour vous signaler que j ai realise un virement bancaire d un livret vers le livret de developpement durable ( plafonne a NNNNN€) et qu il n apparait plus nul part. il s'agit de plus de NN NNN€ donc cela m inquiete . de plus je vous avais contacte debut novembre puis plusieurs fois par telephone sans succes pour realiser la fermeture d un de mes livrets et d un compte courant . merci de votre retour et bonne journee a vous le XXXXX XXXXXXX	
155	2017-12-30T13:06:55.000+01:00	CLIE	Clôture compte	cloture livret ici innovation	bonjour mme XXXXX . je me permets de vous demander la cloture du livret ici innovation des que possible . vous pouvez mettre les NN€ restants dessus sur mon livret cmb . en vous remerciant le XXXXX XXXXXXX	 je me permets de vous demander la cloture du livret ici innovation des que possible . vous pouvez mettre les NN€ restants dessus sur mon livret cmb .
156	2017-12-11T20:55:00.000+01:00	CLIE	Virement, Livret	virement urgent	bonjour, nous devons effectuer des travaux de toiture urgents, l'artisan en charge du chantier nous demande un Ner acompte de N NNN,NN €. merci de faire le necessaire via mon epargne livret cmb sur le compte de m. coumont victor (rib en pj). par la suite, il y aura deux autres virements de N NNN,NN € chacun (pour une somme totale de N NNN €). je vous enverrai un mail avec les dates precises des que j'en aurai connaissance. d'avance merci, m. XXXXXXX XXXXXX	nous devons effectuer des travaux de toiture urgents, l'artisan en charge du chantier nous demande un Ner acompte de N NNN,NN €. merci de faire le necessaire via mon epargne livret cmb sur le compte de m. coumont victor (rib en pj).
157	2017-12-22T14:17:47.000+01:00	CLIE	Virement, Plafond de compte	virement urgent	bonjour, j'ai besoin de faire un virement de NNNN,NN euros a monsieur coumont victor pour la refection de ma toiture. pourriez-vous relever les plafonds afin que je puisse effectuer celui ci en ligne? cordialement XXXXXXX XXXXXX	 j'ai besoin de faire un virement de NNNN,NN euros a monsieur coumont victor pour la refection de ma toiture. pourriez-vous relever les plafonds afin que je puisse effectuer celui ci en ligne?
158	2017-12-08T11:10:02.000+01:00	CLIE	Budget	budget decembre et janvier	bonjour mme XXXXXXX, comme convenue je vous dresse notre budget mensuel pour les mois de decembre et janvier. decembre : pole emploi: NNN euro caf : NNN euros salaire mr : NNNN prelevements : *pret habitation : NNN.NN * assurances: NNN.NN *edf : NNN.NN * autre prets: NNN *impots : NN * telephonie/internet : NN * canal : NN …... total NNNN.NN euros.... janvier : caf : NNN (normalement revu a la hausse a partir de janvier) pole emploi NNN.NN salaire mr : on ne sait pas encore car conge paye non cotise par son ancien employeur prelevement : * pret habitation NNN.NN *assurance : NNN.NN *edf :NNN.NN ( recul ce mois ci ) *autres prets :NNN *impots : NNN + NN( echeancier recul taxe habitation decembre/ janvier et fevrier ) * telephonie/internet : NN * canal: NN ......total NNNN.NN ...... je vous prie d agreer ,madame ,l expression de nos salutation distinguees. cordialement mr XXXXXX et mlle le XXXX	
158	2017-12-12T12:10:38.000+01:00	CLIE	Budget	re: re: budget decembre et janvier	bonjour mme XXXXXXX. merci d avoir prit le temp de regarder notre budget pour les mois a venir. est ce dont possible d augmenter le decouvert jusque la s'il vous plait? nous somme actuellement au plafond du decouvert autorise et nous aurons surement besoin dun plein de course d'ici la fin du mois. merci d'avance . cordialement	est ce dont possible d augmenter le decouvert jusque la s'il vous plait?
158	2017-12-14T09:41:53.000+01:00	CLIE	Budget	re: re: re: re: budget decembre et janvier	bonjour mme XXXXXXX, tout les mois nous arrivons dans notre decouvert vers le NN . nous finissons le mois en etant environ a -NNN/-NNN euros donc nous demarrons le mois avec cet somme a comble. ainsi que des frais de debite et des prelevement rejete qui repasse donc en double pour le mois suivant. pour se qui es du salaire de monsieur pour decembre ,nous avons calculer qu'il aurait environ se qu'il a d habitude ( salaire du N er au NN + prime fin de cdd ) etant donner qu'il sera en cdi que a partir du N janvier.( l'entreprise ferme ) pour se qui es des conge paye du NN/NN au NN/NN apriori on ne touchera que des petites sommes par mois etant donne que son ancien patron ne peut pas donner la somme complete .( j'aurais une reponse valable la semaine prochaine) . merci d avance. cordialement	
158	2017-12-14T10:29:12.000+01:00	CLIE	Prélèvement	re: re: re: re: re: re: budget decembre et janvier	merci de votre reponse rapide. cela me parait tres bien de diminuer le decouvert a fur et a mesure ensuite .merci nous sommes a jour dans les prelevement ,mis a part edf qui a prelever le mois de novembre debut decembre ,il y aura donc N prelevement edf ce mois ci . cordialement	.merci nous sommes a jour dans les prelevement ,mis a part edf qui a prelever le mois de novembre debut decembre ,il y aura donc N prelevement edf ce mois ci .
158	2017-12-15T12:45:00.000+01:00	CLIE	Remerciement	re: re: re: re: re: re: re: re: budget decembre et janvier	bonjour mme XXXXXXX , nous vous remercions enormement pour ce geste .merci.nous vous souhaitons de belles fetes de fin d'annee. cordialement mlle le XXXX,mr XXXXXX	
